State,SKU,Range,Category,Description 1,Description 2,Description 3,Description 4,Country of Origin,Yarn Type,,Construction,Care Instructions,On Hand,Size,Weight per Sq Meter,Ticketed Price,Discount,Sell Price,Swatch jpg,Side Shot Jpg,Lifestyle Jpg,
Q,AMO.1206.80.253,AMORE                                                       ,Modern                                                           ,Amore is a range of bright reds and yellows. Superb quality with a beautiful finish; this range is a range you will simply fall in love with.                                                                                                             ,Heat set polypropylene frise; machine made.                                                                                                                                                                                                               ,Non-shedding; highly stain resistant; durable; tight weave; soft under foot; rich colour pallete; colour fast; antistatic and easy to clean                                                                                                               ,                                                                                                                                                                                                                                                          ,Turkey     ,Heat set polypropylene frise                                     ,                                                                 ,Machine made        ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight.                                                                      ,2,240cm x 350cm        240,2.55,999,20,799,AMO_1206_80_V,AMO_1206_80_S,AMO_1206_80_L, 
Q,BLM.1058.05.120,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,6,120cm x 170cm        120,3.2,299,20,239,BLM_1058_05_V,BLM_1058_05_S,BLM_1058_05_L, 
Q,BLM.1058.08.120,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,4,120cm x 170cm        120,3.2,299,20,239,BLM_1058_08_V,BLM_1058_08_S,BLM_1058_08_L, 
Q,BLM.1058.08.160,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,3,160cm x 230cm        160,3.2,549,20,439,BLM_1058_08_V,BLM_1058_08_S,BLM_1058_08_L, 
Q,BLM.1058.08.201,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,4,200cm x 290cm        200,3.2,859,20,687,BLM_1058_08_V,BLM_1058_08_S,BLM_1058_08_L, 
Q,BLM.1058.14.120,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,2,120cm x 170cm        120,3.2,299,20,239,BLM_1058_14_V,BLM_1058_14_S,BLM_1058_14_L, 
Q,BLM.1058.14.160,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,2,160cm x 230cm        160,3.2,549,20,439,BLM_1058_14_V,BLM_1058_14_S,BLM_1058_14_L, 
Q,BLM.1058.14.201,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,2,200cm x 290cm        200,3.2,859,20,687,BLM_1058_14_V,BLM_1058_14_S,BLM_1058_14_L, 
Q,BLM.1058.14.243,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,1,240cm x 340cm        240,3.2,1199,20,959,BLM_1058_14_V,BLM_1058_14_S,BLM_1058_14_L, 
Q,BLM.1058.20.201,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,1,200cm x 290cm        200,3.2,859,20,687,BLM_1058_20_V,BLM_1058_20_S,BLM_1058_20_L, 
Q,BLM.1058.20.243,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,1,240cm x 340cm        240,3.2,1199,20,959,BLM_1058_20_V,BLM_1058_20_S,BLM_1058_20_L, 
Q,BLM.1058.40.120,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,3,120cm x 170cm        120,3.2,299,20,239,BLM_1058_40_V,BLM_1058_40_S,BLM_1058_40_L, 
Q,BLM.1058.40.160,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,1,160cm x 230cm        160,3.2,549,20,439,BLM_1058_40_V,BLM_1058_40_S,BLM_1058_40_L, 
Q,BLM.1058.40.201,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,5,200cm x 290cm        200,3.2,859,20,687,BLM_1058_40_V,BLM_1058_40_S,BLM_1058_40_L, 
Q,BLM.1058.40.243,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,1,240cm x 340cm        240,3.2,1199,20,959,BLM_1058_40_V,BLM_1058_40_S,BLM_1058_40_L, 
Q,BLM.1058.55.120,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,6,120cm x 170cm        120,3.2,299,20,239,BLM_1058_55_V,BLM_1058_55_S,BLM_1058_55_L, 
Q,BLM.1058.55.201,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,3,200cm x 290cm        200,3.2,859,20,687,BLM_1058_55_V,BLM_1058_55_S,BLM_1058_55_L, 
Q,BLM.1058.55.243,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,1,240cm x 340cm        240,3.2,1199,20,959,BLM_1058_55_V,BLM_1058_55_S,BLM_1058_55_L, 
Q,BLM.1058.65.120,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,2,120cm x 170cm        120,3.2,299,20,239,BLM_1058_65_V,BLM_1058_65_S,BLM_1058_65_L, 
Q,BLM.1058.65.160,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,7,160cm x 230cm        160,3.2,549,20,439,BLM_1058_65_V,BLM_1058_65_S,BLM_1058_65_L, 
Q,BLM.1058.65.201,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,2,200cm x 290cm        200,3.2,859,20,687,BLM_1058_65_V,BLM_1058_65_S,BLM_1058_65_L, 
Q,BLM.1058.65.243,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,2,240cm x 340cm        240,3.2,1199,20,959,BLM_1058_65_V,BLM_1058_65_S,BLM_1058_65_L, 
Q,BLM.1944.45.120,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,3,120cm x 170cm        120,3.2,299,20,239,BLM_1944_45_V,BLM_1944_45_S,BLM_1944_45_L, 
Q,BLM.1944.45.201,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,2,200cm x 290cm        200,3.2,859,20,687,BLM_1944_45_V,BLM_1944_45_S,BLM_1944_45_L, 
Q,BLM.1944.45.243,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,1,240cm x 340cm        240,3.2,1199,20,959,BLM_1944_45_V,BLM_1944_45_S,BLM_1944_45_L, 
Q,BLM.1944.79.160,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,2,160cm x 230cm        160,3.2,549,20,439,BLM_1944_79_V,BLM_1944_79_S,BLM_1944_79_L, 
Q,BLM.1944.79.201,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,1,200cm x 290cm        200,3.2,859,20,687,BLM_1944_79_V,BLM_1944_79_S,BLM_1944_79_L, 
Q,BLM.1973.14.243,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,1,240cm x 340cm        240,3.2,1199,20,959,BLM_1973_14_V,BLM_1973_14_S,BLM_1973_14_L, 
Q,BLM.1975.45.120,BLOOM 2                                                     ,Shag                                                             ,Bloom2 is very luxurious to touch; and amazing to walk and sit on. This is a very dense rug which comes in all the latest fashion colours and designs.                                                                                                    ,Polyester and viscose; tufted                                                                                                                                                                                                                             ,Non-shedding; every rug is unique; very thick dense soft pile; vibrant colours; antistatic and easy to clean.                                                                                                                                             ,                                                                                                                                                                                                                                                          ,CHINA      ,55% Polyester; 45% Viscose                                       ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,HAND TUFTED         ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Do not pull at fibres. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight. Loose fibres maybe present.                   ,2,120cm x 170cm        120,3.2,299,20,239,BLM_1975_45_V,BLM_1975_45_S,BLM_1975_45_L, 
